per_sies;id_carr_gen;area_carr;tipo_inst;nom_carr_gen;per_tit_carr;tasa_emp
2024-2025;189;Derecho;Institutos Profesionales;Técnico Jurídico;2do año;0.6339622641509434
2024-2025;190;Salud;Institutos Profesionales;Técnico Laboratorista Dental;2do año;0.6174863387978142
2024-2025;191;Agropecuaria;Institutos Profesionales;Técnico Veterinario;2do año;0.5063938618925832
2024-2025;192;Salud;Institutos Profesionales;Terapia Ocupacional;2do año;0.674863387978142
2024-2025;193;Ciencias Sociales;Institutos Profesionales;Trabajo Social;2do año;0.7353665466944497
2023-2024;1;Administración y Comercio;Centro de Formación Técnica;Secretariado Bilingüe;1er año;0.6723549488054608
2023-2024;2;Agropecuaria;Centro de Formación Técnica;Técnico Agropecuario;1er año;0.4373427277302466
2023-2024;3;Educación;Centro de Formación Técnica;Técnico Asistente del Educador de Párvulos;1er año;0.29840677479546435
2023-2024;4;Educación;Centro de Formación Técnica;Técnico Asistente del Educador Diferencial;1er año;0.23433685923515052
2023-2024;5;Salud;Centro de Formación Técnica;Técnico Dental y Asistente de Odontología;1er año;0.4564958283671037
2023-2024;6;Agropecuaria;Centro de Formación Técnica;Técnico en Acuicultura y Pesca;1er año;0.9010989010989011
2023-2024;7;Administración y Comercio;Centro de Formación Técnica;Técnico en Administración de Empresas;1er año;0.5864874425185709
2023-2024;8;Administración y Comercio;Centro de Formación Técnica;Técnico en Administración de Recursos Humanos y Personal;1er año;0.6318631863186318
2023-2024;10;Administración y Comercio;Centro de Formación Técnica;Técnico en Administración de Ventas;1er año;0.6778523489932886
2023-2024;11;Administración y Comercio;Centro de Formación Técnica;Técnico en Administración Financiera y Finanzas;1er año;0.6495726495726496
2023-2024;12;Ciencias Sociales;Centro de Formación Técnica;Técnico en Administración Pública o Municipal;1er año;0.7235649546827795
2023-2024;14;Administración y Comercio;Centro de Formación Técnica;Técnico en Comercio Exterior;1er año;0.6849894291754757
2023-2024;15;Tecnología;Centro de Formación Técnica;Técnico en Computación e Informática;1er año;0.6594071385359952
2023-2024;16;Tecnología;Centro de Formación Técnica;Técnico en Construcción y Obras Civiles;1er año;0.564018691588785
2023-2024;17;Administración y Comercio;Centro de Formación Técnica;Técnico en Contabilidad General;1er año;0.6322473771397018
2023-2024;18;Educación;Centro de Formación Técnica;Técnico en Deporte, Recreación y Preparación Física;1er año;0.27748294162244125
2023-2024;19;Tecnología;Centro de Formación Técnica;Técnico en Electricidad y Electricidad Industrial;1er año;0.6985605419136325
2023-2024;21;Tecnología;Centro de Formación Técnica;Técnico en Electrónica y Electrónica Industrial;1er año;0.65625
2023-2024;22;Salud;Centro de Formación Técnica;Técnico en Enfermería;1er año;0.6914341051148869
2023-2024;23;Salud;Centro de Formación Técnica;Técnico en Farmacia;1er año;0.7283531409168081
2023-2024;24;Administración y Comercio;Centro de Formación Técnica;Técnico en Gastronomía y Cocina;1er año;0.3022733651417345
2023-2024;27;Tecnología;Centro de Formación Técnica;Técnico en Instrumentación, Automatización y Control Industrial;1er año;0.7479398933591856
2023-2024;28;Salud;Centro de Formación Técnica;Técnico en Laboratorio Clínico;1er año;0.6122661122661123
2023-2024;29;Administración y Comercio;Centro de Formación Técnica;Técnico en Logística;1er año;0.7017625231910947
2023-2024;30;Tecnología;Centro de Formación Técnica;Técnico en Mantenimiento Industrial;1er año;0.7292464878671775
2023-2024;32;Tecnología;Centro de Formación Técnica;Técnico en Mecánica Automotriz;1er año;0.6143840856924254
2023-2024;33;Tecnología;Centro de Formación Técnica;Técnico en Mecánica Industrial;1er año;0.8014571948998178
2023-2024;35;Tecnología;Centro de Formación Técnica;Técnico en Minería;1er año;0.7041742286751361
2023-2024;37;Salud;Centro de Formación Técnica;Técnico en Podología;1er año;0.40561224489795916
2023-2024;38;Tecnología;Centro de Formación Técnica;Técnico en Prevención de Riesgos;1er año;0.4906284454244763
2023-2024;39;Tecnología;Centro de Formación Técnica;Técnico en Procesos Industriales;1er año;0.6496350364963503
2023-2024;40;Arte y Arquitectura;Centro de Formación Técnica;Técnico en Producción Gráfica y Multimedia;1er año;0.2986425339366516
2023-2024;41;Ciencias Básicas;Centro de Formación Técnica;Técnico en Química (Análisis e Industrial);1er año;0.6815286624203821
2023-2024;42;Salud;Centro de Formación Técnica;Técnico en Radiología y Radioterapia;1er año;0.675392670157068
2023-2024;43;Tecnología;Centro de Formación Técnica;Técnico en Refrigeración y Climatización;1er año;0.6792452830188679
2023-2024;44;Ciencias Sociales;Centro de Formación Técnica;Técnico en Servicio Social;1er año;0.40462833099579243
2023-2024;45;Tecnología;Centro de Formación Técnica;Técnico en Telecomunicaciones;1er año;0.6835106382978723
2023-2024;47;Tecnología;Centro de Formación Técnica;Técnico en Topografía;1er año;0.6047471620227038
2023-2024;49;Administración y Comercio;Centro de Formación Técnica;Técnico en Turismo y Hotelería;1er año;0.2704
2023-2024;50;Derecho;Centro de Formación Técnica;Técnico Jurídico;1er año;0.4582278481012658
2023-2024;51;Salud;Centro de Formación Técnica;Técnico Laboratorista Dental;1er año;0.3876651982378855
2023-2024;52;Agropecuaria;Centro de Formación Técnica;Técnico Veterinario;1er año;0.41390205371248023
2023-2024;54;Administración y Comercio;Instituto Profesional;Administración de Empresas e Ing. Asociadas;1er año;0.7781651220134342
2023-2024;55;Administración y Comercio;Instituto Profesional;Administración Gastronómica;1er año;0.3634069400630915
2023-2024;56;Ciencias Sociales;Instituto Profesional;Administración Pública;1er año;0.9912280701754386
2023-2024;57;Administración y Comercio;Instituto Profesional;Administración Turística y Hotelera;1er año;0.33152594887683967
2023-2024;59;Arte y Arquitectura;Instituto Profesional;Comunicación Audiovisual y/o Multimedia;1er año;0.41645244215938304
2023-2024;60;Tecnología;Instituto Profesional;Construcción Civil;1er año;0.7046922083512699
2023-2024;61;Administración y Comercio;Instituto Profesional;Contador Auditor;1er año;0.7901597209473105
2023-2024;62;Arte y Arquitectura;Instituto Profesional;Diseño de Ambientes e Interiores;1er año;0.37872340425531914
2023-2024;63;Arte y Arquitectura;Instituto Profesional;Diseño de Vestuario;1er año;0.3208092485549133
2023-2024;64;Arte y Arquitectura;Instituto Profesional;Diseño Gráfico;1er año;0.4215442092154421
2023-2024;65;Tecnología;Instituto Profesional;Diseño Industrial;1er año;0.4219858156028369
2023-2024;66;Salud;Instituto Profesional;Fonoaudiología;1er año;0.45089285714285715
2023-2024;68;Agropecuaria;Instituto Profesional;Ingeniería Agrícola;1er año;0.559696342305038
2023-2024;69;Tecnología;Instituto Profesional;Ingeniería en Automatización, Instrumentación y Control;1er año;0.896551724137931
2023-2024;70;Administración y Comercio;Instituto Profesional;Ingeniería en Comercio Exterior;1er año;0.7781609195402299
2023-2024;71;Tecnología;Instituto Profesional;Ingeniería en Computación e Informática;1er año;0.8333717446416224
2023-2024;72;Tecnología;Instituto Profesional;Ingeniería en Conectividad y Redes;1er año;0.852054794520548
2023-2024;73;Tecnología;Instituto Profesional;Ingeniería en Construcción;1er año;0.6400255754475703
2023-2024;74;Tecnología;Instituto Profesional;Ingeniería en Electricidad;1er año;0.796206440229378
2023-2024;75;Administración y Comercio;Instituto Profesional;Ingeniería en Finanzas;1er año;0.7599469496021221
2023-2024;76;Ciencias Básicas;Instituto Profesional;Ingeniería en Geomensura y Cartografía;1er año;0.7792553191489362
2023-2024;77;Ciencias Sociales;Instituto Profesional;Ingeniería en Gestión Pública;1er año;0.9006309148264984
2023-2024;78;Administración y Comercio;Instituto Profesional;Ingeniería en Logística;1er año;0.8618490967056323
2023-2024;79;Administración y Comercio;Instituto Profesional;Ingeniería en Marketing;1er año;0.5947882736156351
2023-2024;80;Tecnología;Instituto Profesional;Ingeniería en Mecánica Automotriz;1er año;0.7192855854230561
2023-2024;81;Tecnología;Instituto Profesional;Ingeniería en Medio Ambiente;1er año;0.5
2023-2024;82;Tecnología;Instituto Profesional;Ingeniería en Metalurgia;1er año;0.7678571428571429
2023-2024;83;Tecnología;Instituto Profesional;Ingeniería en Minas;1er año;0.7008381689232753
2023-2024;84;Tecnología;Instituto Profesional;Ingeniería en Prevención de Riesgos;1er año;0.6885008896797153
2023-2024;85;Tecnología;Instituto Profesional;Ingeniería en Química;1er año;0.7766323024054983
2023-2024;86;Administración y Comercio;Instituto Profesional;Ingeniería en Recursos Humanos;1er año;0.7576567817209529
2023-2024;87;Tecnología;Instituto Profesional;Ingeniería en Refrigeración y Climatización;1er año;0.7883211678832117
2023-2024;88;Administración y Comercio;Instituto Profesional;Ingeniería en Seguridad Privada;1er año;0.9977011494252873
2023-2024;89;Tecnología;Instituto Profesional;Ingeniería en Sonido;1er año;0.31627906976744186
2023-2024;90;Tecnología;Instituto Profesional;Ingeniería en Telecomunicaciones;1er año;0.83601756954612
2023-2024;91;Tecnología;Instituto Profesional;Ingeniería Industrial;1er año;0.9370277078085643
2023-2024;92;Tecnología;Instituto Profesional;Ingeniería Mecánica;1er año;0.8561580882352942
2023-2024;93;Salud;Instituto Profesional;Kinesiología;1er año;0.528052805280528
2023-2024;94;Arte y Arquitectura;Instituto Profesional;Música, Canto o Danza;1er año;0.23214285714285715
2023-2024;97;Educación;Instituto Profesional;Psicopedagogía;1er año;0.4721030042918455
2023-2024;98;Ciencias Sociales;Instituto Profesional;Publicidad;1er año;0.5182584269662921
2023-2024;100;Ciencias Sociales;Instituto Profesional;Relaciones Públicas;1er año;0.5012853470437018
2023-2024;101;Agropecuaria;Instituto Profesional;Técnico Agropecuario;1er año;0.5574387947269304
2023-2024;102;Educación;Instituto Profesional;Técnico Asistente del Educador de Párvulos;1er año;0.39903533994991186
2023-2024;103;Educación;Instituto Profesional;Técnico Asistente del Educador Diferencial;1er año;0.3515151515151515
2023-2024;104;Salud;Instituto Profesional;Técnico Dental y Asistente de Odontología;1er año;0.47163865546218486
2023-2024;105;Administración y Comercio;Instituto Profesional;Técnico en Administración de Empresas;1er año;0.6937787460663277
2023-2024;106;Administración y Comercio;Instituto Profesional;Técnico en Administración de Recursos Humanos y Personal;1er año;0.6445623342175066
2023-2024;107;Tecnología;Instituto Profesional;Técnico en Administración de Redes y Soporte;1er año;0.7469879518072289
2023-2024;108;Administración y Comercio;Instituto Profesional;Técnico en Administración de Ventas;1er año;0.6224489795918368
2023-2024;109;Administración y Comercio;Instituto Profesional;Técnico en Administración Financiera y Finanzas;1er año;0.6192271442035815
2023-2024;110;Ciencias Sociales;Instituto Profesional;Técnico en Administración Pública o Municipal;1er año;0.8830963665086888
2023-2024;111;Tecnología;Instituto Profesional;Técnico en Alimentos;1er año;0.546875
2023-2024;114;Administración y Comercio;Instituto Profesional;Técnico en Comercio Exterior;1er año;0.7369255150554676
2023-2024;115;Tecnología;Instituto Profesional;Técnico en Computación e Informática;1er año;0.7242398648648649
2023-2024;116;Arte y Arquitectura;Instituto Profesional;Técnico en Comunicación Audiovisual;1er año;0.37217391304347824
2023-2024;117;Tecnología;Instituto Profesional;Técnico en Construcción y Obras Civiles;1er año;0.5943606923506422
2023-2024;118;Administración y Comercio;Instituto Profesional;Técnico en Contabilidad General;1er año;0.7031865377730039
2023-2024;119;Administración y Comercio;Instituto Profesional;Técnico en Contabilidad Tributaria;1er año;0.585425898572132
2023-2024;120;Educación;Instituto Profesional;Técnico en Deporte, Recreación y Preparación Física;1er año;0.3130008904719501
2023-2024;121;Arte y Arquitectura;Instituto Profesional;Técnico en Dibujo Arquitectónico;1er año;0.5603305785123966
2023-2024;122;Arte y Arquitectura;Instituto Profesional;Técnico en Diseño Gráfico;1er año;0.3220338983050847
2023-2024;123;Tecnología;Instituto Profesional;Técnico en Electricidad y Electricidad Industrial;1er año;0.7119842829076621
2023-2024;124;Tecnología;Instituto Profesional;Técnico en Electromecánica;1er año;0.7584097859327217
2023-2024;126;Salud;Instituto Profesional;Técnico en Enfermería;1er año;0.6753471111395483
2023-2024;127;Salud;Instituto Profesional;Técnico en Farmacia;1er año;0.7529411764705882
2023-2024;129;Administración y Comercio;Instituto Profesional;Técnico en Gastronomía y Cocina;1er año;0.31445086705202313
2023-2024;130;Ciencias Básicas;Instituto Profesional;Técnico en Geología;1er año;0.42758620689655175
2023-2024;131;Tecnología;Instituto Profesional;Técnico en Instrumentación, Automatización y Control Industrial;1er año;0.8935185185185185
2023-2024;132;Salud;Instituto Profesional;Técnico en Laboratorio Clínico;1er año;0.6062670299727521
2023-2024;133;Administración y Comercio;Instituto Profesional;Técnico en Logística;1er año;0.781021897810219
2023-2024;134;Tecnología;Instituto Profesional;Técnico en Mantenimiento Industrial;1er año;0.7161198288159771
2023-2024;135;Salud;Instituto Profesional;Técnico en Masoterapia;1er año;0.26260504201680673
2023-2024;136;Tecnología;Instituto Profesional;Técnico en Mecánica Automotriz;1er año;0.5713660245183888
2023-2024;139;Tecnología;Instituto Profesional;Técnico en Minería;1er año;0.7054108216432866
2023-2024;140;Salud;Instituto Profesional;Técnico en Nutrición y Dietética;1er año;0.3240223463687151
2023-2024;141;Arte y Arquitectura;Instituto Profesional;Técnico en Peluquería y Estética;1er año;0.2140439932318105
2023-2024;142;Salud;Instituto Profesional;Técnico en Podología;1er año;0.6684210526315789
