per_sies;id_carr_gen;area_carr;tipo_inst;nom_carr_gen;fecha_act;per_tit_carr;tra_10_inf;tra_25_inf;tra_50_perc;tra_25_sup;tra_10_sup
2022-2023;95;Arte y Arquitectura;Institutos Profesionales;Técnico en Comunicación Audiovisual;Septiembre de 2022;1er año;424558.233;497561.597;578772.8585;770983.4509999999;1109946.5559999999
2022-2023;96;Tecnología;Institutos Profesionales;Técnico en Construcción y Obras Civiles;Septiembre de 2022;1er año;446075.84;543644.5994999999;741754.441;993546.944;1494864.769
2022-2023;97;Administración y Comercio;Institutos Profesionales;Técnico en Contabilidad General;Septiembre de 2022;1er año;465870.72699999996;574060.8409999999;760705.428;1092973.5929999999;1656846.9119999998
2022-2023;98;Administración y Comercio;Institutos Profesionales;Técnico en Contabilidad Tributaria;Septiembre de 2022;1er año;450038.77499999997;530072.796;712940.9304999999;977168.688;1343890.089
2022-2023;99;Educación;Institutos Profesionales;Técnico en Deporte, Recreación y Preparación Física;Septiembre de 2022;1er año;417333.867;461983.06399999995;537363.8979999999;687987.9715;902971.739
2022-2023;100;Arte y Arquitectura;Institutos Profesionales;Técnico en Dibujo Arquitectónico;Septiembre de 2022;1er año;453492.848;500696.152;670458.8589999999;804606.2215;1006495.571
2022-2023;101;Arte y Arquitectura;Institutos Profesionales;Técnico en Diseño Gráfico;Septiembre de 2022;1er año;397428.39999999997;412231.473;488586.187;717806.887;963404.0
2022-2023;102;Tecnología;Institutos Profesionales;Técnico en Electricidad y Electricidad Industrial;Septiembre de 2022;1er año;459982.58449999994;570592.4119999999;757183.0669999999;1000772.668;1466572.876
2022-2023;103;Tecnología;Institutos Profesionales;Técnico en Electromecánica;Septiembre de 2022;1er año;483408.5695;611875.127;749721.051;1034127.961;1421170.765
2022-2023;104;Salud;Institutos Profesionales;Técnico en Enfermería;Septiembre de 2022;1er año;456005.1965;535176.936;648154.5819999999;779666.7939999999;942707.7889999999
2022-2023;105;Salud;Institutos Profesionales;Técnico en Farmacia;Septiembre de 2022;1er año;451596.401;516339.536;590325.9465;748438.4685;960681.3069999999
2022-2023;106;Arte y Arquitectura;Institutos Profesionales;Técnico en Fotografía;Septiembre de 2022;1er año;624033.6889999999;709644.3369999999;1220989.052;2206546.3;2719161.424
2022-2023;107;Administración y Comercio;Institutos Profesionales;Técnico en Gastronomía y Cocina;Septiembre de 2022;1er año;412996.997;456521.8185;519354.6354999999;631750.815;757240.103
2022-2023;108;Ciencias Básicas;Institutos Profesionales;Técnico en Geología;Septiembre de 2022;1er año;494813.10199999996;551562.2729999999;613586.401;780070.3139999999;943864.999
2022-2023;109;Tecnología;Institutos Profesionales;Técnico en Instrumentación, Automatización y Control Industrial;Septiembre de 2022;1er año;654134.632;968656.5499999999;1491570.746;2541017.82;3630504.36
2022-2023;110;Salud;Institutos Profesionales;Técnico en Laboratorio Clínico;Septiembre de 2022;1er año;437682.624;490735.513;564709.362;689182.7204999999;844938.482
2022-2023;111;Administración y Comercio;Institutos Profesionales;Técnico en Logística;Septiembre de 2022;1er año;474267.53199999995;596137.6529999999;807840.444;1095632.5569999998;1507028.0839999998
2022-2023;112;Tecnología;Institutos Profesionales;Técnico en Mantenimiento Industrial;Septiembre de 2022;1er año;489464.71599999996;594057.488;835346.443;1053498.473;1307779.0259999998
2022-2023;113;Salud;Institutos Profesionales;Técnico en Masoterapia;Septiembre de 2022;1er año;427938.10099999997;503523.99299999996;661046.3184999999;814696.21;966129.3119999999
2022-2023;114;Tecnología;Institutos Profesionales;Técnico en Mecánica Automotriz;Septiembre de 2022;1er año;412961.68899999995;504739.69399999996;669533.576;874252.0759999999;1166041.8499999999
2022-2023;115;Tecnología;Institutos Profesionales;Técnico en Minería;Septiembre de 2022;1er año;477398.49799999996;606622.965;875885.265;1486401.325;2349184.8
2022-2023;116;Arte y Arquitectura;Institutos Profesionales;Técnico en Peluquería y Estética;Septiembre de 2022;1er año;397393.16475;436783.6765;534752.8035;708051.2575;899505.444
2022-2023;117;Salud;Institutos Profesionales;Técnico en Podología;Septiembre de 2022;1er año;533558.2;584403.078;769833.128;989265.8489999999;1315480.632
2022-2023;118;Tecnología;Institutos Profesionales;Técnico en Prevención de Riesgos;Septiembre de 2022;1er año;445184.313;558590.117;758242.1614999999;1113224.865;1609928.206
2022-2023;119;Salud;Institutos Profesionales;Técnico en Radiología y Radioterapia;Septiembre de 2022;1er año;429241.00499999995;522560.3399999999;604953.9829999999;692833.8489999999;776100.977
2022-2023;120;Ciencias Sociales;Institutos Profesionales;Técnico en Relaciones Públicas;Septiembre de 2022;1er año;459743.23699999996;583591.867;761647.3465;993217.4349999999;1254010.7619999999
2022-2023;121;Ciencias Sociales;Institutos Profesionales;Técnico en Servicio Social;Septiembre de 2022;1er año;428696.3499999999;508157.0525;641219.1789999999;818021.9519999999;1038119.026
2022-2023;122;Tecnología;Institutos Profesionales;Técnico en Sonido;Septiembre de 2022;1er año;459666.65549999994;482751.05499999993;600339.9839999999;773344.5279999999;1301804.602
2022-2023;123;Tecnología;Institutos Profesionales;Técnico en Telecomunicaciones;Septiembre de 2022;1er año;425190.09099999996;578328.5499999999;670274.9469999999;729641.566;1208996.942
2022-2023;124;Tecnología;Institutos Profesionales;Técnico en Topografía;Septiembre de 2022;1er año;476144.676;585071.6989999999;784033.734;1171645.055;1716596.778
2022-2023;125;Administración y Comercio;Institutos Profesionales;Técnico en Turismo y Hotelería;Septiembre de 2022;1er año;413818.68399999995;457653.857;548463.705;652762.373;932639.8679999999
2022-2023;126;Derecho;Institutos Profesionales;Técnico Jurídico;Septiembre de 2022;1er año;456832.0245;584376.597;829661.2729999999;1076982.9489999998;1639875.4039999999
2022-2023;127;Salud;Institutos Profesionales;Técnico Laboratorista Dental;Septiembre de 2022;1er año;405946.649;487286.6295;659811.8964999999;778909.2725;962626.2539999998
2022-2023;128;Agropecuaria;Institutos Profesionales;Técnico Veterinario;Septiembre de 2022;1er año;400107.831;421739.70399999997;504928.06799999997;569076.5445;732614.3249999998
2022-2023;129;Salud;Institutos Profesionales;Terapia Ocupacional;Septiembre de 2022;1er año;499714.803;538003.7585;698556.8489999999;838894.2179999999;1174676.1109999998
2022-2023;130;Ciencias Sociales;Institutos Profesionales;Trabajo Social;Septiembre de 2022;1er año;455747.2249999999;590097.366;809196.213;1174842.951;1624191.6679999998
2022-2023;1;Administración y Comercio;Centros de Formación Técnica;Secretariado Bilingüe;Septiembre de 2022;5to año;444673.41399999993;604184.191;820138.492;1117220.78;1577458.329
2022-2023;2;Agropecuaria;Centros de Formación Técnica;Técnico Agropecuario;Septiembre de 2022;5to año;446694.991;537631.133;694119.2444999999;945969.705;1393239.712
2022-2023;3;Educación;Centros de Formación Técnica;Técnico Asistente del Educador de Párvulos;Septiembre de 2022;5to año;415323.251;471218.337;582574.24;659441.308;784991.124
2022-2023;4;Educación;Centros de Formación Técnica;Técnico Asistente del Educador Diferencial;Septiembre de 2022;5to año;418139.74299999996;471880.8954999999;562492.039;772834.793;1066778.937
2022-2023;5;Salud;Centros de Formación Técnica;Técnico Dental y Asistente de Odontología;Septiembre de 2022;5to año;450212.98699999996;515764.908;610656.8555;755419.2675;913969.4049999999
2022-2023;6;Agropecuaria;Centros de Formación Técnica;Técnico en Acuicultura y Pesca;Septiembre de 2022;5to año;780365.0;984991.7379999999;1190390.8869999999;1702056.284;1823109.956
2022-2023;7;Administración y Comercio;Centros de Formación Técnica;Técnico en Administración de Empresas;Septiembre de 2022;5to año;546385.48;739738.5869999999;1025425.7999999999;1392232.2699999998;1838702.5119999999
2022-2023;8;Administración y Comercio;Centros de Formación Técnica;Técnico en Administración de Recursos Humanos y Personal;Septiembre de 2022;5to año;509304.51399999997;619159.245;827992.194;1156496.371;1524427.1679999998
2022-2023;9;Tecnología;Centros de Formación Técnica;Técnico en Administración de Redes y Soporte;Septiembre de 2022;5to año;505814.648;674612.69;834880.6489999999;1103172.658;1771474.528
2022-2023;10;Administración y Comercio;Centros de Formación Técnica;Técnico en Administración de Ventas;Septiembre de 2022;5to año;468267.69399999996;635579.308;873556.1009999999;1855366.336;2094383.6479999998
2022-2023;11;Ciencias Sociales;Centros de Formación Técnica;Técnico en Administración Pública o Municipal;Septiembre de 2022;5to año;519746.36999999994;717452.8369999999;1000538.5099999999;1275347.173;1890084.964
2022-2023;12;Administración y Comercio;Centros de Formación Técnica;Técnico en Comercio Exterior;Septiembre de 2022;5to año;500541.92199999996;648606.6989999999;891201.9529999999;1287633.9689999998;1702875.352
2022-2023;13;Tecnología;Centros de Formación Técnica;Técnico en Computación e Informática;Septiembre de 2022;5to año;582471.711;783033.2274999999;1341617.8639999998;1917198.4039999999;2548963.672
2022-2023;14;Tecnología;Centros de Formación Técnica;Técnico en Construcción y Obras Civiles;Septiembre de 2022;5to año;488970.11299999995;653922.4929999999;929858.975;1279331.157;1830935.528
2022-2023;15;Administración y Comercio;Centros de Formación Técnica;Técnico en Contabilidad General;Septiembre de 2022;5to año;531733.921;681574.865;915447.588;1332802.795;1964556.5199999998
2022-2023;16;Educación;Centros de Formación Técnica;Técnico en Deporte, Recreación y Preparación Física;Septiembre de 2022;5to año;418505.9664999999;474188.23449999996;628422.5025;842040.607;1118584.115
2022-2023;17;Tecnología;Centros de Formación Técnica;Técnico en Electricidad y Electricidad Industrial;Septiembre de 2022;5to año;521764.26099999994;698314.058;926599.5809999999;1305157.407;1825419.138
2022-2023;18;Tecnología;Centros de Formación Técnica;Técnico en Electrónica y Electrónica Industrial;Septiembre de 2022;5to año;564096.419;693524.877;913092.622;1210955.76;1433213.024
2022-2023;19;Salud;Centros de Formación Técnica;Técnico en Enfermería;Septiembre de 2022;5to año;494009.69949999993;601574.406;733181.193;890862.356;1139641.5539999998
2022-2023;20;Salud;Centros de Formación Técnica;Técnico en Farmacia;Septiembre de 2022;5to año;581199.847;672063.5299999999;849694.198;1134962.565;1287191.4549999998
2022-2023;21;Administración y Comercio;Centros de Formación Técnica;Técnico en Gastronomía y Cocina;Septiembre de 2022;5to año;428842.57749999996;497229.372;615071.6164999999;793873.9959999999;1051285.03
2022-2023;22;Tecnología;Centros de Formación Técnica;Técnico en Instrumentación, Automatización y Control Industrial;Septiembre de 2022;5to año;585115.058;831674.8959999998;1161848.6369999999;1656352.212;2409294.536
2022-2023;23;Salud;Centros de Formación Técnica;Técnico en Laboratorio Clínico;Septiembre de 2022;5to año;472914.188;590071.37;682142.606;857440.424;1121581.4149999998
2022-2023;24;Administración y Comercio;Centros de Formación Técnica;Técnico en Logística;Septiembre de 2022;5to año;563732.5719999999;764512.193;1014537.356;1456195.8159999999;1865265.38
2022-2023;25;Tecnología;Centros de Formación Técnica;Técnico en Mantenimiento Industrial;Septiembre de 2022;5to año;535149.97;719834.478;1047107.6279999999;1527173.1409999998;2325798.8759999997
2022-2023;26;Tecnología;Centros de Formación Técnica;Técnico en Mecánica Automotriz;Septiembre de 2022;5to año;486586.72599999997;651652.887;920655.421;1289633.3329999999;1815370.132
2022-2023;27;Tecnología;Centros de Formación Técnica;Técnico en Mecánica Industrial;Septiembre de 2022;5to año;564652.132;835123.3429999999;1205840.562;1740105.1159999997;2708733.536
2022-2023;28;Tecnología;Centros de Formación Técnica;Técnico en Minería;Septiembre de 2022;5to año;468100.757;627010.7159999999;894331.7549999999;1456809.535;3046415.7559999996
2022-2023;29;Salud;Centros de Formación Técnica;Técnico en Podología;Septiembre de 2022;5to año;448362.80899999995;543722.4419999999;662136.938;819856.6099999999;1122136.255
2022-2023;30;Tecnología;Centros de Formación Técnica;Técnico en Prevención de Riesgos;Septiembre de 2022;5to año;468679.94399999996;592332.828;799457.995;1137854.814;1576053.187
2022-2023;31;Tecnología;Centros de Formación Técnica;Técnico en Procesos Industriales;Septiembre de 2022;5to año;537968.9839999999;685018.9469999999;970691.4159999999;1261388.0969999998;1882986.3099999998
2022-2023;32;Ciencias Básicas;Centros de Formación Técnica;Técnico en Química (Análisis e Industrial);Septiembre de 2022;5to año;549565.14;654084.677;855577.5389999999;1178084.4;1370625.908
2022-2023;33;Salud;Centros de Formación Técnica;Técnico en Radiología y Radioterapia;Septiembre de 2022;5to año;465637.24799999996;527183.1174999999;643738.6085;870260.8169999999;967276.531
2022-2023;34;Tecnología;Centros de Formación Técnica;Técnico en Refrigeración y Climatización;Septiembre de 2022;5to año;521290.804;757382.693;903368.178;1223480.9819999998;1558950.9229999997
2022-2023;35;Ciencias Sociales;Centros de Formación Técnica;Técnico en Servicio Social;Septiembre de 2022;5to año;423541.285;488432.00549999997;654992.6455;842914.48;1128808.4
2022-2023;36;Tecnología;Centros de Formación Técnica;Técnico en Telecomunicaciones;Septiembre de 2022;5to año;490632.79;638266.7414999999;889119.8479999999;1204488.673;1726406.7759999998
2022-2023;37;Tecnología;Centros de Formación Técnica;Técnico en Topografía;Septiembre de 2022;5to año;578759.5695;798977.36;1034325.8409999999;1351463.7519999999;1781693.8659999997
2022-2023;38;Administración y Comercio;Centros de Formación Técnica;Técnico en Turismo y Hotelería;Septiembre de 2022;5to año;427452.034;528185.176;664871.3195;879047.3679999999;1202749.172
2022-2023;39;Derecho;Centros de Formación Técnica;Técnico Jurídico;Septiembre de 2022;5to año;475798.871;585808.3169999999;809151.3989999999;1074620.0289999999;1366037.032
2022-2023;40;Salud;Centros de Formación Técnica;Técnico Laboratorista Dental;Septiembre de 2022;5to año;428627.86799999996;479298.534;654229.498;972390.08;1342321.1139999998
2022-2023;41;Agropecuaria;Centros de Formación Técnica;Técnico Veterinario;Septiembre de 2022;5to año;494285.034;570906.8859999999;668127.9489999999;953764.9159999999;1025926.8049999998
2022-2023;42;Administración y Comercio;Institutos Profesionales;Administración de Empresas e Ing. Asociadas;Septiembre de 2022;5to año;552654.2019999999;780531.355;1136994.23;1661399.5099999998;2279321.326
2022-2023;43;Administración y Comercio;Institutos Profesionales;Administración Gastronómica;Septiembre de 2022;5to año;449259.6709999999;550431.6895;715422.142;1011084.5439999999;1390924.9039999999
2022-2023;44;Ciencias Sociales;Institutos Profesionales;Administración Pública;Septiembre de 2022;5to año;1278481.825;1507214.8090000001;1821991.352;2184760.1;2652633.3919999995
